0:CT-Date:PR-MonthName	0:CT-Date:PR-Day	0:CT-Date:PR-Year	1:CT-Time:PR-Hours	1:CT-Time:PR-Minutes	1:CT-Time:PR-TimeMeridian	1:CT-Time:PR-TimeZone	2:CT-Time:PR-Hours	2:CT-Time:PR-Minutes	2:CT-Time:PR-TimeMeridian	3:CT-Time:PR-Hours	3:CT-Time:PR-Minutes	3:CT-Time:PR-TimeMeridian	3:CT-Time:PR-TimeZone	4:CT-Time:PR-Hours	4:CT-Time:PR-Minutes	4:CT-Time:PR-TimeMeridian	5:PR-Place	6:CT-CityState:PR-City	6:CT-CityState:PR-StateName	7:CT-CityState:PR-City	7:CT-CityState:PR-State-Abbr	8:PR-Zipcode5Digit	9:CT-TemperatureF:PR-QuantitativeValue	9:CT-TemperatureF:PR-Degree	9:CT-TemperatureF:PR-UnitFahrenheit	10:PR-Sky	11:PR-WindSpeed	12:CT-Wind:PR-Windspeed	12:CT-Wind:PR-WindDirection	13:CT-VisibilityMiles:PR-QuantitativeValue	13:CT-VisibilityMiles:PR-UnitMiles	14:CT-TemperatureF:PR-QuantitativeValue	15:PR-Humidity	16:CT-TemperatureC:PR-QuantitativeValue	16:CT-TemperatureC:PR-Degree	16:CT-TemperatureC:PR-UnitCelcius	17:CT-PressureInches:PR-QuantitativeValue	17:CT-PressureInches:PR-UnitInches	18:CT-PressureBar:PR-QuantitativeValue	18:CT-PressureBar:PR-UnitBar	19:CT-PressurePascal:PR-QuantitativeValue	19:CT-PressurePascal:PR-UnitPascal	20:PR-WindDirection
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	19956	62	°	F	Cloudy	NULL	NULL	NULL	6.0	miles	78	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	05655	77	°	F	Partly Cloudy	5 mph	5	NW	10.0	miles	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	46940	76	°	F	Mostly Cloudy	6 mph	6	SSE	10.0	miles	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	57702	68	°	F	Cloudy	8 mph	8	NE	10.0	miles	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	58784	71	°	F	Cloudy	13 mph	13	SSW	10.0	miles	45	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	73044	84	°	F	Sunny	14 mph	14	SSE	10.0	miles	45	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	58501	79	°	F	Partly Cloudy	8 mph	8	S	10.0	miles	45	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	63138	82	°	F	Partly Cloudy	10 mph	10	SE	8.0	miles	33	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	03	16	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	03	16	p.m.	NULL	NULL	NULL	NULL	NULL	99833	61	°	F	Mostly Cloudy	8 mph	8	WNW	10.0	miles	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	29201	75	°	F	Cloudy	6 mph	6	NE	10.0	miles	46	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	68005	73	°	F	Cloudy	7 mph	7	SSE	7.0	miles	66	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	48026	68	°	F	Cloudy	10 mph	10	E	10.0	miles	76	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	63379	83	°	F	Cloudy	8 mph	8	ESE	9.0	miles	88	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	28539	77	°	F	Cloudy	5 mph	5	SW	8.0	miles	87	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	12	53	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	12	53	p.m.	NULL	NULL	NULL	NULL	NULL	96801	85	°	F	Mostly Cloudy	12 mph	12	ENE	10.0	miles	99	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	01230	66	°	F	Mostly Cloudy	9 mph	9	SSW	10.0	miles	55	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	53177	71	°	F	Cloudy	9 mph	9	E	5.0	miles	45	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	04096	67	°	F	Partly Cloudy	8 mph	8	SSW	9.0	miles	45	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	63033	82	°	F	Mostly Cloudy	8 mph	8	SSW	8.0	miles	65	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	03101	73	°	F	Cloudy	10 mph	10	SSW	10.0	miles	77	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	04	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	90001	72	°	F	Sunny	12 mph	12	WSW	10.0	miles	76	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	70726	91	°	F	Partly Cloudy	4 mph	4	WSW	10.0	miles	64	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	06824	65	°	F	Cloudy	4 mph	4	ESE	10.0	miles	74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	53228	68	°	F	Cloudy	7 mph	7	E	5.0	miles	84	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	34420	75	°	F	Rain Shower	6 mph	6	SE	9.0	miles	54	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	57580	77	°	F	Cloudy	4 mph	4	W	10.0	miles	35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	04	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	89029	91	°	F	Fair	15 mph	15	N	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	04426	73	°	F	Sunny	11 mph	11	SSW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	60056	70	°	F	Mostly Cloudy	7 mph	7	ENE	5.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	62301	80	°	F	Cloudy	10 mph	10	SSE	8.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	33602	78	°	F	Rain Shower	9 mph	9	S	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	60477	73	°	F	Cloudy	2 mph	2	ESE	4.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	53202	61	°	F	Cloudy	6 mph	6	ENE	7.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	05	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	88039	77	°	F	Fair	22 mph	22	WSW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	55803	64	°	F	Cloudy	14 mph	14	E	9.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	48317	70	°	F	Mostly Cloudy	10 mph	10	ESE	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	18844	62	°	F	Rain	6 mph	6	E	9.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	03278	73	°	F	Mostly Cloudy	12 mph	12	SW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	71953	82	°	F	Mostly Cloudy	8 mph	8	SE	8.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	04	25	a.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	98466	63	°	F	Mostly Cloudy	5 mph	5	ESE	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	30044	68	°	F	Fog	5 mph	5	ENE	2.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	83622	61	°	F	Mostly Cloudy	8 mph	8	NNW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	77904	84	°	F	Fair	17 mph	17	SSE	9.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	66801	67	°	F	Cloudy	6 mph	6	SSE	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	39110	87	°	F	Sunny	2 mph	2	S	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	51242	73	°	F	Cloudy	11 mph	11	SSW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	54981	68	°	F	Cloudy	7 mph	7	ESE	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	46201	75	°	F	Partly Cloudy	4 mph	4	WSW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	40207	72	°	F	Partly Cloudy	NULL	NULL	NULL	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	83702	72	°	F	Partly Cloudy	21 mph	21	NW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	48202	69	°	F	Mostly Cloudy	10 mph	10	E	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	04	46	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	46	p.m.	NULL	NULL	NULL	NULL	NULL	80501	54	°	F	T-Storm	28 mph	28	NNW	Unlimited	NULL	54	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NNW
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	29372	68	°	F	Cloudy	1 mph	1	N	3.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	28785	67	°	F	Partly Cloudy	5 mph	5	SSW	9.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	72834	88	°	F	Cloudy	10 mph	10	S	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	63101	83	°	F	Partly Cloudy	9 mph	9	S	9.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	02138	67	°	F	Mostly Cloudy	20 mph	20	SSW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	43402	73	°	F	Sunny	11 mph	11	ENE	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	43085	75	°	F	Mostly Cloudy	6 mph	6	E	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	East
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	06098	66	°	F	Mostly Cloudy	10 mph	10	SSW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	South
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	20814	64	°	F	Cloudy	6 mph	6	NNE	5.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Variable
NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	88101	84	°	F	Sunny	10 mph	10	SW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Variable
NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	84057	60	°	F	Mostly Cloudy	15 mph	15	NW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Variable
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	38117	86	°	F	Fair	9 mph	9	SSE	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Variable
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	07626	63	°	F	Rain Shower	4 mph	4	SSE	8.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Variable
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	02101	69	°	F	Mostly Cloudy	25 mph	25	SSW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Variable
NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	87015	78	°	F	Partly Cloudy and Windy	39 mph	39	W	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	46038	74	°	F	Mostly Cloudy	3 mph	3	WSW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	28277	70	°	F	Cloudy	NULL	NULL	NULL	7.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	02	55	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	02	55	p.m.	NULL	NULL	NULL	NULL	NULL	99504	66	°	F	Partly Cloudy	6 mph	6	NW	Unlimited	NULL	66	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NW
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	29690	66	°	F	Cloudy	5 mph	5	NE	3.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	26508	66	°	F	Mostly Cloudy	5 mph	5	E	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	97338	70	°	F	Partly Cloudy	6 mph	6	NNE	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	South
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	02919	64	°	F	Cloudy	7 mph	7	S	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	East
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	18940	59	°	F	Rain	11 mph	11	NE	5.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	East
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	10001	62	°	F	Light Rain	8 mph	8	E	6.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	East
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	48445	66	°	F	Cloudy	3 mph	3	SSE	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	East
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	40391	71	°	F	Mostly Cloudy	5 mph	5	SW	9.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	East
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	46260	74	°	F	Mostly Cloudy	4 mph	4	W	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	West
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	72401	87	°	F	Partly Cloudy	9 mph	9	SSW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	West
NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	81401	56	°	F	Mostly Cloudy	24 mph	24	NW	10.0	miles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	West
